name	university	homepage	total_all_2016_2022	total_conf_2016_2022	total_journal_2016_2022	ieeesp_2016_	acm_ccs_2016_	usenix_sec_2016_	ndss_2016_	tdsc_2016_	tifs_2016_	
L. Lorne Campbell			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Joshua Lampkins			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Abel Zambrano			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Alejandro Palacio Betancur			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Luis Burbano			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Andres Felipe Niño			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Luis Felipe Giraldo			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Mariantonieta Gutierrez Soto			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Mike Just	Heriot-Watt University	https://www.hw.ac.uk/staff/uk/macs/mike-just.htm	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Evangelos Kranakis	Carleton University	http://www.scs.carleton.ca/~kranakis	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Danny Krizanc		http://dkrizanc.web.wesleyan.edu/	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Wei Wang 0190	University of Maryland Baltimore County	https://scholar.google.com/citations?user=ttiMonwAAAAJ	                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Yao Yao 0009	University of Maryland	https://orcid.org/0000-0002-0626-3587	                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Xin Liu 0045	University of Maryland	https://scholar.google.com/citations?user=w-GyGM4AAAAJ	                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Xiang Li			                    2	                    2	                    0	                    0	                    1	                    1	                    0	                    0	                    0
Pei Hao		https://orcid.org/0000-0002-1498-7059	                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Ting Zhu	Univ. of Maryland - Baltimore County	https://www.csee.umbc.edu/~zt/index.html	                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Ilaria Chillotti			                    2	                    2	                    0	                    0	                    1	                    1	                    0	                    0	                    0
John Geddes			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Max Schuchard	University of Tennessee	https://web.eecs.utk.edu/~mschucha/index.html	                    5	                    5	                    0	                    1	                    0	                    2	                    2	                    0	                    0
Charlotte Peale			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Saba Eskandarian	University of North Carolina	https://www.cs.unc.edu/~saba	                    3	                    3	                    0	                    1	                    1	                    1	                    0	                    0	                    0
Randy Browne			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Allison Bishop	Columbia University	http://www.cs.columbia.edu/~allison	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Raoul Strackx			                    4	                    4	                    0	                    0	                    1	                    3	                    0	                    0	                    0
Michael Smith			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Xing Jin			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Xunchao Hu			                    2	                    2	                    0	                    0	                    0	                    0	                    2	                    0	                    0
Kailiang Ying			                    1	                    1	                    0	                    0	                    0	                    0	                    1	                    0	                    0
Gautam Nagesh Peri			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Marius Steffens	CISPA Helmholtz Center for Information Security	https://cispa.de/en/people/marius.steffens	                    5	                    5	                    0	                    0	                    1	                    1	                    3	                    0	                    0
Siam U. Hussain			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Silvio Micali	Massachusetts Institute of Technology	https://people.csail.mit.edu/silvio	                    1	                    1	                    0	                    1	                    0	                    0	                    0	                    0	                    0
Arnar Birgisson			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Mohan Dhawan			                    1	                    1	                    0	                    0	                    0	                    0	                    1	                    0	                    0
Drew Springall			                    1	                    1	                    0	                    0	                    0	                    0	                    1	                    0	                    0
Travis Finkenauer			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Jason Kitcat			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Harri Hursti			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Margaret MacAlpine			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Mike Graf 0001	University of Stuttgart	https://www.sec.uni-stuttgart.de/institute/team/Simon-00002/	                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Daniel Rausch 0001	University of Stuttgart	https://sec.informatik.uni-stuttgart.de/people/rausch	                    2	                    2	                    0	                    1	                    1	                    0	                    0	                    0	                    0
Viktoria Ronge			                    3	                    3	                    0	                    0	                    3	                    0	                    0	                    0	                    0
Christoph Egger 0001	Friedrich-Alexander Universität Erlangen-Nürnberg	https://christoph-egger.org/	                    5	                    5	                    0	                    0	                    3	                    2	                    0	                    0	                    0
Saikrishna Badrinarayanan			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Robert Künnemann	CISPA Helmholtz Center for Information Security	https://cispa.de/en/people/kuennemann	                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Huadi Zhu			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Maurizio Kliban Boyarsky			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Vipin Samar			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Neil Daswani			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
John P. Nestor			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
E. S. Lee			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Kevin Coogan			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Gen Lu			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Avik Chaudhuri			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Jeffrey S. Foster	Tufts University	http://www.cs.umd.edu/~jfoster	                    1	                    1	                    0	                    0	                    0	                    1	                    0	                    0	                    0
Michele Minelli			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Anca Nitulescu			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Michele Orrù			                    2	                    2	                    0	                    0	                    2	                    0	                    0	                    0	                    0
Jun (Jim) Xu	Georgia Institute of Technology	http://www.cc.gatech.edu/~jx	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Nizar Kheir			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Gustaf Neumann	Vienna University of Economics and Business	http://nm.wu.ac.at/nm/neumann	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Mark Strembeck	Vienna University of Economics and Business	http://wi.wu-wien.ac.at/home/mark/	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Michael Weiner			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Maurice Massar			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Dennis Giese			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Wolfgang Wieser			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Yin Zhang 0001	University of Texas at Austin	http://www.cs.utexas.edu/~yzhang	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Els Van Herreweghen			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Hugo L. J. Bijmans			                    3	                    3	                    0	                    0	                    1	                    2	                    0	                    0	                    0
Tim M. Booij			                    3	                    3	                    0	                    0	                    1	                    2	                    0	                    0	                    0
Yaobin Shen			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Aashish Kolluri			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Benoît Libert	Ecole Normale Superieure de Lyon	http://perso.ens-lyon.fr/benoit.libert	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Yoon-chan Jhi			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Martin Aumüller 0001	IT University of Copenhagen	http://itu.dk/people/maau/	                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Christian Janos Lebeda			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Rasmus Pagh	University of Copenhagen	https://di.ku.dk/english/staff/?pure=en/persons/309342	                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Kenneth T. Co			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Sixte de Maupeou			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Evan Downing			                    3	                    3	                    0	                    0	                    1	                    2	                    0	                    0	                    0
Weiren Wang			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Mattia Fazzini	University of Minnesota	https://www-users.cs.umn.edu/~mfazzini	                    2	                    2	                    0	                    0	                    1	                    1	                    0	                    0	                    0
Alessandro Orso	Georgia Institute of Technology	http://www.cc.gatech.edu/home/orso	                    2	                    2	                    0	                    0	                    1	                    1	                    0	                    0	                    0
Rohit Chadha	University of Missouri	https://engineering.missouri.edu/faculty/rohit-chadha	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Max I. Kanovich	University College London		                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Keith B. Frikken			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Tariq Elahi			                    2	                    2	                    0	                    0	                    0	                    1	                    1	                    0	                    0
Kai Li 0017	Syracuse University		                    2	                    2	                    0	                    0	                    1	                    0	                    1	                    0	                    0
Yibo Wang			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Yuzhe Tang	Syracuse University	http://ecs.syr.edu/faculty/yuzhe	                    2	                    2	                    0	                    0	                    1	                    0	                    1	                    0	                    0
Sunwoo Lee			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Adwait Nadkarni	College of William and Mary	https://www.adwaitnadkarni.com	                    3	                    3	                    0	                    1	                    0	                    2	                    0	                    0	                    0
Xin Tan			                    3	                    3	                    0	                    0	                    1	                    2	                    0	                    0	                    0
Yuan Zhang			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Chenyuan Mi			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Jiajun Cao			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Yifan Lin			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Min Yang			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Kallista A. Bonawitz	Google	https://research.google/people/105175/	                    2	                    2	                    0	                    0	                    2	                    0	                    0	                    0	                    0
Tancrède Lepoint		https://www.sri.com/about/people/tancrede-lepoint	                    2	                    2	                    0	                    0	                    1	                    1	                    0	                    0	                    0
Marek Jawurek			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Claudio Orlandi	Aarhus University	https://cs.au.dk/~orlandi	                    3	                    3	                    0	                    1	                    1	                    1	                    0	                    0	                    0
Dongdong She			                    5	                    5	                    0	                    2	                    1	                    2	                    0	                    0	                    0
Umesh Shankar			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Chris Karlof			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Jian Huang 0006	Univ. of Illinois at Urbana-Champaign	http://jianh.web.engr.illinois.edu	                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Moinuddin K. Qureshi	Georgia Institute of Technology	http://moin.ece.gatech.edu	                    2	                    2	                    0	                    0	                    1	                    1	                    0	                    0	                    0
Alan Harbitter			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Jie Zhang 0046	Chinese University of Hong Kong		                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Feng Yuan			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Hongjun Choi			                    3	                    3	                    0	                    0	                    2	                    0	                    1	                    0	                    0
Sayali Kate			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Muhammad Haris Mughees			                    2	                    2	                    0	                    0	                    1	                    1	                    0	                    0	                    0
Nik Unger			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Ueli Maurer	ETH Zurich	https://www.crypto.ethz.ch/~maurer	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Iddo Bentov	Technion		                    3	                    3	                    0	                    1	                    2	                    0	                    0	                    0	                    0
Ben Niu			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Robert Brotzman			                    2	                    2	                    0	                    1	                    1	                    0	                    0	                    0	                    0
Yaohui Chen			                    8	                    8	                    0	                    5	                    1	                    0	                    2	                    0	                    0
HyungSeok Han	Korea Advanced Institute of Science and Technology	https://scholar.google.com/citations?user=_eQRsPkAAAAJ	                    5	                    5	                    0	                    0	                    2	                    2	                    1	                    0	                    0
Patrice Godefroid			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Weidong Cui			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Eric Keller	University of Colorado Boulder	https://eric-keller.github.io	                    1	                    1	                    0	                    0	                    0	                    0	                    1	                    0	                    0
Antony Edwards			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Julien Duman			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Kathrin Hövelmanns			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Burkhard Wiegel			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Donghang Lu			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Thomas Yurek			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Samarth Kulshreshtha			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Rahul Govind			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Andrew K. Miller			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Sean Kross			                    4	                    4	                    0	                    1	                    2	                    1	                    0	                    0	                    0
Sri Aravinda Krishnan Thyagarajan	Friedrich-Alexander-Universität Erlangen-Nürnberg	https://www.chaac.tf.fau.eu/person/sri-aravinda-krishnan-thyagarajan/#collapse_0	                    6	                    6	                    0	                    2	                    4	                    0	                    0	                    0	                    0
Jiafan Wang 0001	Chinese University of Hong Kong		                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Wataru Nakamura			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Marko Horvat			                    2	                    2	                    0	                    1	                    1	                    0	                    0	                    0	                    0
Jonathan Hoyland			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Sam Scott			                    2	                    2	                    0	                    1	                    1	                    0	                    0	                    0	                    0
Thyla van der Merwe	Royal Holloway	http://pure.rhul.ac.uk/portal/en/persons/thyla-van-der-merwe(9a30d837-2dd5-47ca-9db8-5f825b32023c).html	                    2	                    2	                    0	                    1	                    1	                    0	                    0	                    0	                    0
Calvin Ko			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Deborah A. Frincke	National Security Agency	https://scholar.google.com/citations?user=LO7ZkPgAAAAJ	                    1	                    1	                    0	                    0	                    0	                    0	                    1	                    0	                    0
Terrance Goan			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Todd L. Heberlein			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Biswanath Mukherjee	Univ. of California - Davis	http://networks.cs.ucdavis.edu/~mukherje	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Christopher Wee			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Bahruz Jabiyev			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Steven Sprecher			                    2	                    2	                    0	                    0	                    1	                    0	                    1	                    0	                    0
Ian T. Foster	University of Chicago	https://www.cs.uchicago.edu/directory/ian-foster	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Carl Kesselman	University of Southern California	http://www3.isi.edu/about-bio_carl_kesselman.htm	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Steven Tuecke		https://orcid.org/0000-0003-2038-2512	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Jie Huang 0010	CISPA Helmholtz Center for Information Security	https://privacy-sfb.cispa.saarland/people/~jie.huang/	                    2	                    2	                    0	                    0	                    1	                    1	                    0	                    0	                    0
Oliver Schranz			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Scott Moore			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Mobin Javed	LUMS	http://web.lums.edu.pk/~mobin	                    3	                    3	                    0	                    0	                    0	                    2	                    1	                    0	                    0
Bivas Mitra	IIT Kharagpur	http://cse.iitkgp.ac.in/~bivasm	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Fernando Peruani			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Sujoy Ghose	IIT Kharagpur	http://www.myopencourses.com/profile/prof-sujoy-ghosh	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Niloy Ganguly	IIT Kharagpur	http://www.facweb.iitkgp.ac.in/~niloy	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Thomas W. Doeppner Jr.	Brown University	https://cs.brown.edu/~twd	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Philip N. Klein	Brown University	http://cs.brown.edu/~pnk	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Andrew Koyfman			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Armita Ardeshiricham			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Yoshiki Takashima			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Sicun Gao	Univ. of California - San Diego	https://scungao.github.io	                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Erik Buchanan			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Ryan Roemer			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Xu Lin			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Johannes Krupp	CISPA Helmholtz Center for Information Security	https://cispa.de/en/people/krupp	                    2	                    2	                    0	                    0	                    1	                    1	                    0	                    0	                    0
Jiarun Dai			                    2	                    2	                    0	                    0	                    1	                    1	                    0	                    0	                    0
Hailong Xu			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Haiming Lyu			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Zicheng Wu			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Zeinab Joudaki			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Miguel Vargas Martin		http://faculty.uoit.ca/vargas/	                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Joshua Gancher			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Ilia A. Lebedev			                    2	                    2	                    0	                    0	                    1	                    1	                    0	                    0	                    0
Soo Hyeon Kim			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Daewan Han			                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Dong Hoon Lee 0002	Electronics and Telecommunications Research Institute (ETRI)	http://crypt.kaist.ac.kr/dhlee/	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0	                    0
Tarik Moataz			                    3	                    3	                    0	                    1	                    0	                    1	                    1	                    0	                    0
Vladimir Ivanov			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Ben Kreuter	Google		                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
H. Brendan McMahan	Google	http://research.google.com/pubs/author35837.html	                    2	                    2	                    0	                    0	                    2	                    0	                    0	                    0	                    0
Daniel Ramage			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Aaron Segal			                    1	                    1	                    0	                    0	                    1	                    0	                    0	                    0	                    0
Karn Seth			                    2	                    2	                    0	                    0	                    1	                    1	                    0	                    0	                    0
Marina Polubelova			                    2	                    2	                    0	                    1	                    1	                    0	                    0	                    0	                    0
Aymeric Fromherz			                    2	                    2	                    0	                    1	                    1	                    0	                    0	                    0	                    0
Natalia Kulatova			                    2	                    2	                    0	                    1	                    1	                    0	                    0	                    0	                    0
Mohammad A. Noureddine			                    2	                    2	                    0	                    0	                    1	                    0	                    1	                    0	                    0
